29138.8590000000	0.0	8	4	41.6190000000000	15	21285	13259	14515	21983	1.27261936052664	20.5922723201575	-1.44679648981789
29139.1410000000	0.282000000002881	8	4	41.9010000000000	15	21327	13226	14487	21945	1.33896261826776	20.6077992170380	-1.42599002086184
29139.4230000000	0.564000000002125	8	4	42.1830000000000	15	21308	13240	14510	21917	1.33260287094537	20.5845398836619	-1.41885864496748
29139.6990000000	0.840000000000146	8	4	42.4590000000000	15	21346	13240	14506	21936	1.35637619269848	20.6047299607880	-1.46790538456754
29139.9810000000	1.12200000000303	8	4	42.7410000000000	15	21313	13230	14524	21945	1.27922345729155	20.5940886132205	-1.42726488938659
29140.2630000000	1.40400000000227	8	4	43.0230000000000	15	21322	13263	14524	21955	1.32375189180633	20.5937455120896	-1.48490910153535
29140.5390000000	1.68000000000029	8	4	43.2990000000000	15	21336	13282	14501	21983	1.37069432237799	20.6086309185906	-1.52911336360322
29140.8210000000	1.96199999999953	8	4	43.5810000000000	15	21336	13230	14524	21950	1.29588178986106	20.6037516290751	-1.45521597003408
29141.1030000000	2.24400000000242	8	4	43.8630000000000	15	21336	13268	14506	21997	1.33223467687778	20.6147760857983	-1.51845721439850
29141.3790000000	2.52000000000044	8	4	44.1390000000000	15	21299	13273	14543	21969	1.27706445805461	20.5839230534460	-1.48396460017024
29141.6610000000	2.80199999999968	8	4	44.4210000000000	15	21318	13268	14496	21983	1.34217626491115	20.6061948750131	-1.48957310683747
29141.9430000000	3.08400000000256	8	4	44.7030000000000	15	21266	13268	14501	21959	1.30834078522286	20.5792719038766	-1.42304663032676
29142.2190000000	3.36000000000058	8	4	44.9790000000000	15	21294	13263	14529	21969	1.27871458994184	20.5872103159220	-1.46085712412471
29142.5010000000	3.64199999999983	8	4	45.2610000000000	15	21364	13282	14552	21959	1.34494750103328	20.5998823213617	-1.56634304225942
29142.7830000000	3.92400000000271	8	4	45.5430000000000	15	21341	13282	14515	21917	1.41306484247407	20.5865719492200	-1.51155162245377
29143.0590000000	4.20000000000073	8	4	45.8190000000000	15	21355	13230	14538	21903	1.33452131139800	20.5926233511828	-1.46156956090170
29143.3410000000	4.48199999999997	8	4	46.1010000000000	15	21303	13226	14529	21927	1.27329124428322	20.5846464746881	-1.40479491694295
29143.6230000000	4.76400000000285	8	4	46.3830000000000	15	21289	13259	14529	21941	1.29320900545708	20.5774663834953	-1.43851692539712
29143.9050000000	5.04600000000210	8	4	46.6650000000000	15	21289	13282	14534	21974	1.28856497804102	20.5821084217087	-1.48385412541415
29144.1810000000	5.32200000000012	8	4	46.9410000000000	15	21327	13254	14529	21988	1.28005892110405	20.6066159720762	-1.49370767533839
29144.4630000000	5.60400000000300	8	4	47.2230000000000	15	21346	13249	14515	21927	1.36379431607166	20.5981394859512	-1.47878783254238
29144.7390000000	5.88000000000102	8	4	47.4990000000000	15	21308	13249	14515	21922	1.33344032100693	20.5832177286374	-1.43440133221865
29145.0210000000	6.16200000000102	8	4	47.7810000000000	15	21350	13235	14534	21941	1.30920245148290	20.6026780538345	-1.47690108978034
29145.3030000000	6.44400000000102	8	4	48.0630000000000	15	21327	13251	14519	21949	1.32427865458530	20.5971172889636	-1.47073373536045
29145.5850000000	6.72600000000102	8	4	48.3450000000000	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29145.8670000000	7.00800000000102	8	4	48.6270000000000	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29146.1490000000	7.29000000000102	8	4	48.9090000000000	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29146.4310000000	7.57200000000102	8	4	49.1910000000000	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29146.7130000000	7.85400000000102	8	4	49.4730000000000	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29146.9950000000	8.13600000000102	8	4	49.7550000000000	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29147.2770000000	8.41800000000102	8	4	50.0370000000000	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29147.5590000000	8.70000000000102	8	4	50.3190000000000	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29147.8410000000	8.98200000000102	8	4	50.6010000000000	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29148.1230000000	9.26400000000102	8	4	50.8830000000000	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29148.4050000000	9.54600000000102	8	4	51.1650000000000	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29148.6870000000	9.82800000000102	8	4	51.4470000000000	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29148.9690000000	10.1100000000010	8	4	51.7290000000000	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29149.2510000000	10.3920000000010	8	4	52.0109999999999	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29149.5330000000	10.6740000000010	8	4	52.2929999999999	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29149.8150000000	10.9560000000010	8	4	52.5749999999999	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
29150.0970000000	11.2380000000010	8	4	52.8569999999999	15	21327	13251	14519	21949	1.32427865459127	20.5971172889613	-1.47073373535087
